,Label,index_20,index_21,index_22
571,¿por qué motivo no buscó atención médica?,145.0,166.0,
572,¿por qué motivo no buscó atención médica?,145.0,167.0,
573,¿por qué motivo no buscó atención médica?,145.0,168.0,
574,¿por qué motivo no buscó atención médica?,145.0,169.0,
575,¿por qué motivo no buscó atención médica?,145.0,170.0,
576,¿por qué motivo no buscó atención médica?,145.0,171.0,
577,¿por qué motivo no buscó atención médica?,146.0,158.0,
578,¿por qué motivo no buscó atención médica?,146.0,159.0,
579,¿por qué motivo no buscó atención médica?,146.0,160.0,
580,¿por qué motivo no buscó atención médica?,146.0,161.0,
581,¿por qué motivo no buscó atención médica?,146.0,162.0,
582,¿por qué motivo no buscó atención médica?,146.0,163.0,
583,¿por qué motivo no buscó atención médica?,146.0,164.0,
584,¿por qué motivo no buscó atención médica?,146.0,165.0,
585,¿por qué motivo no buscó atención médica?,146.0,166.0,
586,¿por qué motivo no buscó atención médica?,146.0,167.0,
587,¿por qué motivo no buscó atención médica?,146.0,168.0,
588,¿por qué motivo no buscó atención médica?,146.0,169.0,
589,¿por qué motivo no buscó atención médica?,146.0,170.0,
590,¿por qué motivo no buscó atención médica?,146.0,171.0,
591,¿por qué motivo no buscó atención médica?,147.0,158.0,
592,¿por qué motivo no buscó atención médica?,147.0,159.0,
593,¿por qué motivo no buscó atención médica?,147.0,160.0,
594,¿por qué motivo no buscó atención médica?,147.0,161.0,
595,¿por qué motivo no buscó atención médica?,147.0,162.0,
596,¿por qué motivo no buscó atención médica?,147.0,163.0,
597,¿por qué motivo no buscó atención médica?,147.0,164.0,
598,¿por qué motivo no buscó atención médica?,147.0,165.0,
599,¿por qué motivo no buscó atención médica?,147.0,166.0,
600,¿por qué motivo no buscó atención médica?,147.0,167.0,
601,¿por qué motivo no buscó atención médica?,147.0,168.0,
602,¿por qué motivo no buscó atención médica?,147.0,169.0,
603,¿por qué motivo no buscó atención médica?,147.0,170.0,
604,¿por qué motivo no buscó atención médica?,147.0,171.0,
605,¿por qué motivo no buscó atención médica?,148.0,158.0,
606,¿por qué motivo no buscó atención médica?,148.0,159.0,
607,¿por qué motivo no buscó atención médica?,148.0,160.0,
608,¿por qué motivo no buscó atención médica?,148.0,161.0,
609,¿por qué motivo no buscó atención médica?,148.0,162.0,
610,¿por qué motivo no buscó atención médica?,148.0,163.0,
611,¿por qué motivo no buscó atención médica?,148.0,164.0,
612,¿por qué motivo no buscó atención médica?,148.0,165.0,
613,¿por qué motivo no buscó atención médica?,148.0,166.0,
614,¿por qué motivo no buscó atención médica?,148.0,167.0,
615,¿por qué motivo no buscó atención médica?,148.0,168.0,
616,¿por qué motivo no buscó atención médica?,148.0,169.0,
617,¿por qué motivo no buscó atención médica?,148.0,170.0,
618,¿por qué motivo no buscó atención médica?,148.0,171.0,
619,¿por qué motivo no buscó atención médica?,149.0,158.0,
620,¿por qué motivo no buscó atención médica?,149.0,159.0,
621,¿por qué motivo no buscó atención médica?,149.0,160.0,
622,¿por qué motivo no buscó atención médica?,149.0,161.0,
623,¿por qué motivo no buscó atención médica?,149.0,162.0,
624,¿por qué motivo no buscó atención médica?,149.0,163.0,
625,¿por qué motivo no buscó atención médica?,149.0,164.0,
626,¿por qué motivo no buscó atención médica?,149.0,165.0,
627,¿por qué motivo no buscó atención médica?,149.0,166.0,
628,¿por qué motivo no buscó atención médica?,149.0,167.0,
629,¿por qué motivo no buscó atención médica?,149.0,168.0,
630,¿por qué motivo no buscó atención médica?,149.0,169.0,
631,¿por qué motivo no buscó atención médica?,149.0,170.0,
632,¿por qué motivo no buscó atención médica?,149.0,171.0,
633,¿por qué motivo no buscó atención médica?,150.0,158.0,
634,¿por qué motivo no buscó atención médica?,150.0,159.0,
635,¿por qué motivo no buscó atención médica?,150.0,160.0,
636,¿por qué motivo no buscó atención médica?,150.0,161.0,
637,¿por qué motivo no buscó atención médica?,150.0,162.0,
638,¿por qué motivo no buscó atención médica?,150.0,163.0,
639,¿por qué motivo no buscó atención médica?,150.0,164.0,
640,¿por qué motivo no buscó atención médica?,150.0,165.0,
641,¿por qué motivo no buscó atención médica?,150.0,166.0,
642,¿por qué motivo no buscó atención médica?,150.0,167.0,
643,¿por qué motivo no buscó atención médica?,150.0,168.0,
644,¿por qué motivo no buscó atención médica?,150.0,169.0,
645,¿por qué motivo no buscó atención médica?,150.0,170.0,
646,¿por qué motivo no buscó atención médica?,150.0,171.0,
647,¿por qué motivo no buscó atención médica?,151.0,158.0,
648,¿por qué motivo no buscó atención médica?,151.0,159.0,
649,¿por qué motivo no buscó atención médica?,151.0,160.0,
650,¿por qué motivo no buscó atención médica?,151.0,161.0,
651,¿por qué motivo no buscó atención médica?,151.0,162.0,
652,¿por qué motivo no buscó atención médica?,151.0,163.0,
653,¿por qué motivo no buscó atención médica?,151.0,164.0,
654,¿por qué motivo no buscó atención médica?,151.0,165.0,
655,¿por qué motivo no buscó atención médica?,151.0,166.0,
656,¿por qué motivo no buscó atención médica?,151.0,167.0,
657,¿por qué motivo no buscó atención médica?,151.0,168.0,
658,¿por qué motivo no buscó atención médica?,151.0,169.0,
659,¿por qué motivo no buscó atención médica?,151.0,170.0,
660,¿por qué motivo no buscó atención médica?,151.0,171.0,
661,¿qué fue lo que hizo?,153.0,,
662,¿qué fue lo que hizo?,154.0,,
663,¿qué fue lo que hizo?,155.0,,
664,¿qué fue lo que hizo?,156.0,,
665,¿cuál es el estado actual de (usted/nombre)?,157.0,,
666,¿cuál es el estado actual de (usted/nombre)?,204.0,,
667,¿(usted/nombre) buscó atención médica en más de un sitio?,159.0,,
668,¿cuál fue el último lugar dónde buscó atención (usted/nombre)?,160.0,,
669,¿fue atendido (usted/nombre)?,162.0,,
670,¿por qué motivo no fue atendido?,163.0,,
671,¿por qué motivo no fue atendido?,164.0,,
672,¿por qué motivo no fue atendido?,165.0,,
673,¿por qué motivo no fue atendido?,166.0,,
674,¿por qué motivo no fue atendido?,167.0,,
675,¿por qué motivo no fue atendido?,168.0,,
676,¿por qué motivo no fue atendido?,169.0,,
677,¿por qué motivo no fue atendido?,170.0,,
678,¿por qué motivo no fue atendido?,171.0,,
679,¿por qué motivo no fue atendido?,172.0,,
680,¿por qué motivo no fue atendido?,173.0,,
681,¿por qué motivo no fue atendido?,174.0,,
682,¿por qué motivo no fue atendido?,175.0,,
683,¿por qué motivo no fue atendido?,176.0,,
684,¿por qué motivo no fue atendido?,177.0,,
685,¿por qué motivo no fue atendido?,178.0,,
686,¿por qué motivo no fue atendido?,179.0,,
687,¿qué fue lo que hizo después de que no lo atendieron?,181.0,,
688,¿qué fue lo que hizo después de que no lo atendieron?,182.0,,
689,¿qué fue lo que hizo después de que no lo atendieron?,183.0,,
690,¿qué fue lo que hizo después de que no lo atendieron?,184.0,,
691,¿cuál es el estado actual de la persona que presentó los síntomas?,185.0,,
692,"con base en sus síntomas, ¿algún personal de salud le dijo a (usted/nombre) que tenía covid-19?",187.0,,
693,a (usted/nombre) ¿le realizaron la prueba para detectar el virus causante de la covid-19? metiéndole en la nariz o la boca un cotonete largo?,188.0,,
694,¿le dieron el resultado de la prueba?,189.0,153.0,
695,"durante la atención, ¿algún personal de salud le diagnosticó por primera vez alguna de estas enfermedades crónicas a (usted/nombre)",190.0,,
696,"durante la atención, ¿algún personal de salud le diagnosticó por primera vez alguna de estas enfermedades crónicas a (usted/nombre)",191.0,,
697,"durante la atención, ¿algún personal de salud le diagnosticó por primera vez alguna de estas enfermedades crónicas a (usted/nombre)",192.0,,
698,"durante la atención, ¿algún personal de salud le diagnosticó por primera vez alguna de estas enfermedades crónicas a (usted/nombre)",193.0,,
699,"durante la atención, ¿algún personal de salud le diagnosticó por primera vez alguna de estas enfermedades crónicas a (usted/nombre)",194.0,,
700,"durante la atención, ¿algún personal de salud le diagnosticó por primera vez alguna de estas enfermedades crónicas a (usted/nombre)",195.0,,
701,"durante la atención, ¿algún personal de salud le diagnosticó por primera vez alguna de estas enfermedades crónicas a (usted/nombre)",196.0,,
702,"durante la atención, ¿algún personal de salud le diagnosticó por primera vez alguna de estas enfermedades crónicas a (usted/nombre)",197.0,,
703,¿la atención que recibió (usted/nombre) requirió...,198.0,,
704,¿la atención que recibió (usted/nombre) requirió...,199.0,,
705,¿la atención que recibió (usted/nombre) requirió...,200.0,,
706,¿la atención que recibió (usted/nombre) requirió...,201.0,,
707,¿la atención que recibió (usted/nombre) requirió...,202.0,,
708,¿cuántos días estuvo hospitalizado o en terapia intensiva (usted/nombre)?,203.0,,
709,"por la enfermedad ¿(usted/nombre) cuántos días dejó de realizar sus actividades cotidianas como: trabajar, ayudar a los quehaceres del hogar, tomar clases, u otra actividad?",206.0,,
710,"por la recuperación ¿(usted/nombre) cuántos días dejó de realizar sus actividades cotidianas como: trabajar, ayudar a los quehaceres del hogar, tomar clases, u otra actividad?",207.0,,
711,"por secuelas ¿(usted/nombre) cuántos días dejó de realizar sus actividades cotidianas como: trabajar, ayudar a los quehaceres del hogar, tomar clases, u otra actividad?",208.0,,
712,¿le cobraron por la atención médica de (usted/nombre)?,209.0,,
713,¿cuánto le cobraron?,210.0,,
714,¿(usted/nombre) gastó en medicamentos?,211.0,,
715,¿cuánto gastó en medicamentos?,212.0,,
716,¿(usted/nombre) gastó en estudios o pruebas?,213.0,,
717,¿cuánto gastó?,214.0,,
718,"aparte de lo que ya me dijo, ¿(usted/nombre) tuvo otros gastos relacionados con la atención?",215.0,,
719,¿en qué gastó? en otros gastos médicos,216.0,,
720,cuánto gastó? en otros gastos médicos,217.0,,
721,¿en qué gastó? en comida/hospedaje,218.0,,
722,cuánto gastó? en comida/hospedaje,219.0,,
723,¿en qué gastó? en otros gastos,220.0,,
724,cuánto gastó? en otros gastos,221.0,,
725,¿usted/(nombre) utiliza celular?,222.0,,
726,¿ usted (nombre) utiliza computadora?,223.0,,
727,¿ usted /(nombre) utiliza internet?,224.0,,
728,¿usted/(nombre) utiliza redes sociales? [señale x cuál o cuáles],225.0,,
729,¿usted/(nombre) utiliza redes sociales? [señale x cuál o cuáles],226.0,,
730,¿usted/(nombre) utiliza redes sociales? [señale x cuál o cuáles],227.0,,
731,¿usted/(nombre) utiliza redes sociales? [señale x cuál o cuáles],228.0,,
732,¿usted/(nombre) utiliza redes sociales? [señale x cuál o cuáles],229.0,,
733,¿usted/(nombre) utiliza redes sociales? [señale x cuál o cuáles],230.0,,
734,¿usted/(nombre) utiliza redes sociales? [señale x cuál o cuáles],231.0,,
736,ponderador de integrantes de hogar,234.0,249.0,
737,estrato de urbanidad según tamaño de la localidad,235.0,,
738,regiones cv-19,236.0,,
739,estrato de selección,237.0,,
741,estrato de urbanidad censo 2020,239.0,,
742,ponderador actualizado para censo 2020,240.0,,
743,estrato de urbanidad censo 2020 recodificado,241.0,,
744,folio_integrante,,1.0,
745,maquina de captura,,3.0,
746,municipio,,6.0,34.0
747,desc_mun,,7.0,35.0
748,localidad,,8.0,
749,desc_loc,,9.0,
750,ageb,,10.0,
751,mza,,11.0,
752,vivienda,,12.0,
753,hogar,,13.0,
754,día de nacimiento,,17.0,
755,mes de nacimiento,,18.0,
756,año de nacimiento,,19.0,
757,¿en qué estado de la república mexicana o país nació (nombre)?,,24.0,
758,"cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? cons",,31.0,
759,¿cuál es la razón principal por la que (nombre) no asiste actualmente a la,,42.0,
760,¿cuál es el último año o grado que aprobó (usted/nombre) en la escuela? n,,44.0,
761,¿cuál es el último año y grado que aprobó (usted/nombre) en la escuela? g,,45.0,
762,"en este hogar, ¿vive el cónyuge de (nombre)?",,49.0,
763,"¿en su trabajo, tiene usted (nombre) contacto con gente/clientes o proveed",,56.0,
764,"¿(nombre) recibe o puede recibir por su trabajo servicio médico (imss, is",,57.0,
765,¿(nombre) recibe o puede recibir por su trabajo vacaciones con goce de su,,59.0,
766,¿(nombre) recibe o puede recibir por su trabajo reparto de utilidades o p,,60.0,
767,¿(nombre) recibe o puede recibir por su trabajo fondo de retiro (sar o af,,61.0,
768,¿(nombre) recibe o puede recibir por su trabajo crédito para la vivienda,,62.0,
769,¿(nombre) recibe o puede recibir por su trabajo tiempo para cuidados mate,,64.0,
770,¿(nombre) recibe o puede recibir por su trabajo seguro privado para gasto,,66.0,
771,¿(nombre) recibe o puede recibir por su trabajo préstamos personales o ca,,67.0,
772,en los últimos 3 meses ¿(usted/nombre) ha tenido alguna necesidad de salud,,69.0,
773,¿podría decirme cuál fue la última necesidad de salud que tuvo (usted/nomb,,70.0,
774,¿(usted/nombre) fue atendido por esa necesidad de salud en alguna instituc,,78.0,
775,¿en qué institución de salud (usted/nombre) se atendió/solicitó ser atendi,,83.0,
776,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa abasto soci",,89.0,
777,¿durante cuánto tiempo lo ha recibido?,,90.0,
778,¿durante cuánto tiempo lo ha recibido?,,92.0,
779,¿durante cuánto tiempo lo ha recibido?,,95.0,
780,¿durante cuánto tiempo lo ha recibido?,,97.0,
781,¿durante cuánto tiempo lo ha recibido?,,99.0,
782,¿durante cuánto tiempo lo ha recibido?,,101.0,
783,¿durante cuánto tiempo lo ha recibido?,,103.0,
784,¿durante cuánto tiempo lo ha recibido?,,105.0,
785,¿durante cuánto tiempo lo ha recibido?,,107.0,
786,¿durante cuánto tiempo lo ha recibido?,,109.0,
787,¿durante cuánto tiempo lo ha recibido?,,112.0,
788,¿durante cuánto tiempo lo ha recibido?,,115.0,
789,¿durante cuánto tiempo lo ha recibido?,,118.0,
790,¿durante cuánto tiempo lo ha recibido?,,122.0,
791,¿durante cuánto tiempo lo ha recibido?,,124.0,
792,¿durante cuánto tiempo lo ha recibido?,,128.0,
793,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa pensión par",,91.0,
794,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa pensión par",,114.0,
795,¿cuál es el monto que recibe periódicamente?,,93.0,
796,¿cuál es el monto que recibe periódicamente?,,110.0,
797,¿cuál es el monto que recibe periódicamente?,,113.0,
798,¿cuál es el monto que recibe periódicamente?,,116.0,
799,¿cuál es el monto que recibe periódicamente?,,119.0,
800,¿cuál es el monto que recibe periódicamente?,,125.0,
801,¿cuál es el monto que recibe periódicamente?,,129.0,
802,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa despensas d",,94.0,
803,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa alimentos e",,96.0,
804,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa alimentos e",,98.0,
805,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa la escuela",,100.0,
806,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa comedores p",,102.0,
807,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa de organiza",,104.0,
808,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa alimentario",,106.0,
809,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa jóvenes co",,108.0,
810,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa nacional de",,111.0,
811,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa para el bie",,117.0,
812,¿cuándo se la pusieron? 1a dosis: día,,120.0,
813,"en los últimos 12 meses, ¿(nombre) recibió apoyo del programa asistencia",,121.0,
814,"en los últimos 12 meses, ¿(nombre) recibió algún apoyo de programas emerg",,123.0,
815,"en los últimos 12 meses, ¿(nombre) recibió algún otro apoyo? (especifica)",,126.0,
816,en los últimos 12 meses alguna persona en este hogar ha sido registrada,,130.0,
817,¿hace cuantos meses que fue registrado?,,131.0,
818,¿alguna persona en este hogar fue beneficiario del seguro popular?,,132.0,
819,¿por cuánto tiempo recibió el beneficio? meses,,133.0,
820,¿por cuánto tiempo recibió el beneficio? años,,134.0,
821,¿qué tipo de beneficio(s) recibía?,,135.0,
822,¿qué tipo de beneficio(s) recibía?,,136.0,
823,¿qué tipo de beneficio(s) recibía?,,137.0,
824,¿qué tipo de beneficio(s) recibía?,,138.0,
825,¿qué tipo de beneficio(s) recibía?,,139.0,
826,¿qué tipo de beneficio(s) recibía?,,140.0,
827,¿qué tipo de beneficio(s) recibía?,,141.0,
828,¿qué tipo de beneficio(s) recibía?,,142.0,
829,¿qué tipo de beneficio(s) recibía?,,143.0,
830,¿qué tipo de beneficio(s) recibía?,,144.0,
831,algún médico le ha dicho/le dijo a [nombre] que tiene/tuvo…,,145.0,
832,¿usted/nombre realizaba algún deporte o actividad física antes de la pande,,146.0,
833,"actualmente durante la pandemia por covid-19, el tiempo destinado a su dep",,147.0,
834,en comparación al tiempo que pasaba sentado(a) o reclinado(a) de forma hab,,148.0,
835,en comparación al tiempo que pasaba frente a una pantalla de forma habitua,,149.0,
836,"¿de enero 2021 a la fecha, (usted/nombre) tuvo la intención o se hizo algu",,150.0,
837,¿por qué no se hizo (le hicieron) la prueba?,,151.0,
838,¿dónde acudió para hacerse la prueba?,,152.0,
839,"¿de enero del 2021 a la fecha, (usted/ nombre) fue diagnosticado(a) con co",,154.0,
840,¿fue con una prueba o por síntomas?,,155.0,
841,¿en qué mes fue diagnosticado con covid-19?,,156.0,
842,"¿cuándo tuvo covid-19, buscó atención?",,157.0,
843,¿cuál es el lugar dónde buscó atención?,,173.0,
844,¿fue atendido(a)?,,175.0,
845,¿por qué motivo no fue atendido(a)?,,176.0,
846,¿por qué motivo no fue atendido(a)?,,177.0,
847,¿por qué motivo no fue atendido(a)?,,178.0,
848,¿por qué motivo no fue atendido(a)?,,179.0,
849,¿por qué motivo no fue atendido(a)?,,180.0,
850,¿por qué motivo no fue atendido(a)?,,181.0,
851,¿por qué motivo no fue atendido(a)?,,182.0,
852,¿por qué motivo no fue atendido(a)?,,183.0,
853,¿por qué motivo no fue atendido(a)?,,184.0,
854,¿por qué motivo no fue atendido(a)?,,185.0,
855,¿por qué motivo no fue atendido(a)?,,186.0,
856,¿por qué motivo no fue atendido(a)?,,187.0,
857,¿por qué motivo no fue atendido(a)?,,188.0,
858,¿por qué motivo no fue atendido(a)?,,189.0,
859,¿por qué motivo no fue atendido(a)?,,190.0,
860,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,192.0,
861,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,193.0,
862,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,194.0,
863,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,195.0,
864,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,196.0,
865,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,197.0,
866,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,198.0,
867,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,199.0,
868,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,200.0,
869,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,201.0,
870,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,202.0,
871,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,203.0,
872,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,204.0,
873,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,205.0,
874,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,206.0,
875,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,207.0,
876,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,208.0,
877,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,209.0,
878,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,210.0,
879,después de que lo(a) dieron de alta o un mes después de que iniciara su en,,211.0,
880,¿sigue experimentando estas secuelas?,,213.0,
881,¿por cuánto tiempo tuvo esos síntomas?,,214.0,
882,"¿estos síntomas le impiden o impidieron cuidarse? por ejemplo, que no pudi",,215.0,
883,"¿estos síntomas le impiden o impidieron salir de su casa? por ejemplo, par",,216.0,
884,¿usted (nombre) ya ha sido elegible para recibir la vacuna por covid-19?,,217.0,
885,¿le han aplicado la vacuna para covid-19?,,219.0,
886,¿en qué municipio le aplicaron la vacuna?,,220.0,
887,¿cuándo se la pusieron? 1a dosis: mes,,222.0,
888,¿cuándo se la pusieron? 1a dosis: año,,223.0,
889,¿cuándo se la pusieron? 2a dosis: día,,224.0,
890,¿cuándo se la pusieron? 2a dosis: mes,,225.0,
891,¿cuándo se la pusieron? 2a dosis: año,,226.0,
892,¿cuándo se la pusieron? dosis única: día,,227.0,
893,¿cuándo se la pusieron? dosis única: mes,,228.0,
894,¿cuándo se la pusieron? dosis única: año,,229.0,
895,¿qué vacuna le pusieron?,,230.0,
896,¿tuvo alguna molestia después de la vacuna?,,232.0,
897,¿tuvo alguna molestia después de la vacuna?,,233.0,
898,¿tuvo alguna molestia después de la vacuna?,,234.0,
899,¿tuvo alguna molestia después de la vacuna?,,235.0,
900,¿tuvo alguna molestia después de la vacuna?,,236.0,
901,¿tuvo alguna molestia después de la vacuna?,,237.0,
902,¿por qué no se vacunó?,,239.0,
903,¿aceptaría aplicarse la vacuna contra covid-19 en el momento que usted (no,,241.0,
904,¿cuál es la principal razón por la cual no se aplicaría la vacuna contra c,,242.0,
905,calculo para la pregunta 16.10,,244.0,
906,"de acuerdo con la evidencia científica, las vacunas que actualmente se est",,245.0,
907,region,,247.0,
908,estrato urbanidad/ruralidad,,250.0,170.0
909, estrato de seleccion,,251.0,171.0
910,tiempo hora,,,1.0
911,tiempo minutos,,,2.0
912,tiempo suma inicio,,,3.0
913,tiempo suma fin,,,4.0
914,hora de inicio 1,,,5.0
915,fecha de inicio 1,,,6.0
916,hora termino 1,,,7.0
917,fecha termino 1,,,8.0
918,duración de la entrevista 1,,,9.0
919,resultado de entrevista 1,,,10.0
920,hora de inicio 2,,,11.0
921,fecha de inicio 2,,,12.0
922,hora de termino 2,,,13.0
923,fecha de termino 2,,,14.0
924,duración de la entrevista 2,,,15.0
925,resultado de entrevista 2,,,16.0
926,hora de inicio 3,,,17.0
927,fecha de inicio 3,,,18.0
928,hora de termino 3,,,19.0
929,fecha de termino 3,,,20.0
930,duración de la entrevista 3,,,21.0
931,resultado de entrevista 3,,,22.0
932,hora de inicio 4,,,23.0
933,fecha de inicio 4,,,24.0
934,hora de termino 4,,,25.0
935,fecha de termino 4,,,26.0
936,duración de la entrevista 4,,,27.0
937,resultado de entrevista 4,,,28.0
938,hora de inicio,,,29.0
939,fecha de inicio,,,30.0
940,region o zona de trabajo,,,31.0
941,concentimiento para realizar la entrevista,,,36.0
942,seccion i. característcas de la vivienda,,,38.0
943,¿de qué material es la mayor parte del techo de esta vivienda?,,,39.0
944,¿de qué material es la mayor parte de las paredes o muros de esta vivienda?,,,40.0
945,¿de qué material es la mayor parte del piso de esta vivienda?,,,41.0
946,¿cuántos cuartos se usan para dormir sin contar pasillos?,,,42.0
947,"en total, ¿cuántos cuartos tiene esta vivienda (no cuente pasillos ni baños)?",,,43.0
948,¿esta vivienda tiene un cuarto(espacio) para cocinar?,,,44.0
949,"entonces, ¿cocinan los alimentos...",,,45.0
950,"¿en el cuarto (espacio) donde cocinan, también duermen?",,,46.0
951,¿el combustible que más usan para cocinar es...,,,47.0
952,¿qué tipo de estufa utilizan para cocinar o calentar alimentos?,,,48.0
953,¿hay luz eléctrica en esta vivienda?,,,50.0
954,¿esta vivienda tiene agua entubada...,,,51.0
955,¿el agua entubada que llega a su vivienda viene...,,,52.0
956,"entonces, ¿el agua que usan en esta vivienda...",,,53.0
957,¿esta vivienda tiene drenaje o desagüe conectado a...,,,54.0
958,¿el servicio sanitario...,,,55.0
959,¿este servicio sanitario lo comparten con otra vivienda?,,,56.0
960,basura de esta vivienda...,,,57.0
961,"cuando hace frío, ¿usan o hacen algo para calentar la vivienda?",,,58.0
962,¿qué utilizan para calentar la vivienda?,,,59.0
963,¿qué combustible usan?,,,61.0
964,¿esta vivienda...,,,62.0
965,sección ii. identificación de hogares,,,63.0
966,¿todas las personas que viven en esta vivienda comparten un mismo gasto para comer?,,,64.0
967,"¿cuántos hogares o grupos de personas tienen gasto separado para comer, contando el de usted?",,,65.0
968,"¿cuántas personas viven normalmente en esta vivienda,contando a los niños chiquitos y a los ancianos?",,,66.0
969,¿cuántas personas viven normalmente en este hogar?,,,67.0
970,sección iii. características sociodemográficas,,,68.0
971,jefe del hogar,,,69.0
972,num_int,,,70.0
973,entonces ¿son (integrantes) las personas que integran este hogar?,,,71.0
974,¿nombre del informante?,,,72.0
975,"aproximadamente, ¿cuánto dinero ganan regularmente todos los miembros del hogar al mes?",,,73.0
976,sección 4.- situación de salud y utilización de los servicios de salud,,,74.0
977,verificacion de seleccion,,,75.0
978,ver seleccionados para cuestionarios individuales,,,76.0
979,nota5 sección v. otras características del hogar,,,77.0
980,¿usted o algún integrante de su hogar tiene televisión?,,,78.0
981,¿usted o algún integrante de su hogar tiene servicio de tv de paga?,,,79.0
982,¿usted o algún integrante de su hogar tiene radio?,,,80.0
983,"¿usted o algún integrante de su hogar tiene computadora de escritorio, laptop o tablet?",,,81.0
984,¿usted o algún integrante de su hogar tiene teléfono celular?,,,82.0
985,¿usted o algún integrante de su hogar tiene servicio de internet?,,,83.0
986,¿usted o algún integrante de su hogar tiene refrigerador?,,,84.0
987,¿usted o algún integrante de su hogar tiene estufa de gas?,,,85.0
988,¿usted o algún integrante de su hogar tiene lavadora o secadora?,,,86.0
989,¿usted o algún integrante de su hogar tiene horno de microondas?,,,87.0
990,¿usted o algún integrante de su hogar tiene calentador de agua?,,,88.0
991,¿usted o algún integrante de su hogar tiene tinaco?,,,89.0
992,¿usted o algún integrante de su hogar tiene cisterna o aljibe?,,,90.0
993,¿usted o algún integrante de su hogar tiene medidor de luz?,,,91.0
994,¿usted o algún integrante de su hogar tiene aire acondicionado?,,,92.0
995,"¿usted o algún integrante de su hogar tiene otra casa, construcción, inmueble o terreno?",,,93.0
996,¿usted o algún integrante de su hogar tiene automóvil?,,,94.0
997,¿usted o algún integrante de su hogar tiene camioneta?,,,95.0
998,¿usted o algún integrante de su hogar tiene motocicleta o motoneta?,,,96.0
999,"¿usted o algún integrante de su hogar tiene otro vehículo (como lancha, trajinera o canoa)?",,,97.0
1000,nota 6 sección vi. apoyo de programas sociales,,,98.0
1001,sección viii. escala de experiencias de inseguridad del agua en el hogar,,,99.0
1002,"en las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar se preocupó de no tener suficiente agua para todas las necesidades de su hogar?",,,100.0
1003,"en las últimas 4 semanas, ¿con qué frecuencia se ha interrumpido o disminuido el suministro de las fuentes principales de agua en su hogar (por ejemplo, menor presión o interrupción del agua entubada, menor caudal en el río donde se abastece elf55)x",,,101.0
1004,"en las últimas 4 semanas, ¿con qué frecuencia no ha habido suficiente agua en el hogar para lavar la ropa?",,,102.0
1005,"en las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar tuvo que cambiar sus horarios o planes debido a problemas con el agua, tales como problemas para obtener o distribuir agua dentro del hogar?",,,103.0
1006,"en las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar, ha tenido que cambiar lo que iba a comer porque había problemas con el agua (por ejemplo, para lavar los alimentos, cocinar, etc.)?",,,104.0
1007,"en las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar, no pudo lavarse las manos después de actividades poco higiénicas porque no tenía suficiente agua?",,,105.0
1008,"en las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar no pudo bañarse porque no había suficiente agua? (por ejemplo, no había suficiente agua, estaba sucia, o era de difícil acceso)",,,106.0
1009,"en las últimas 4 semanas, ¿con qué frecuencia no hubo suficiente agua para beber para usted u otro integrante de su hogar?",,,107.0
1010,"en las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar se sintió molesto(a) por alguna situación referente al agua?",,,108.0
1011,"en las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar se durmió con sed porque no había agua para beber?",,,109.0
